"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION"
"Torrent Pharmaceuticals Limited","71.25","28.75","0","-","31-DEC-2022","13-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174208_766204_13012023053726_WEB.xml"
"Asian Hotels (North) Limited","50.69","49.31","0","-","31-DEC-2022","18-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174669_770885_18012023011406_WEB.xml"
"Shankara Building Products Limited","52.1","47.9","0","-","31-DEC-2022","18-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174670_770894_18012023011939_WEB.xml"
"Alembic Pharmaceuticals Limited","69.61","30.39","0","-","31-DEC-2022","18-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174671_770896_18012023012017_WEB.xml"
"GE Power India Limited","68.58","31.42","0","-","31-DEC-2022","18-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174672_770918_18012023013027_WEB.xml"
"Panacea Biotec Limited","73.59","26.41","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175002_773282_19012023041652_WEB.xml"
"EID Parry India Limited","44.55","55.45","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175003_773284_19012023041737_WEB.xml"
"GeeCee Ventures Limited","67.71","32.29","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175004_773293_19012023041904_WEB.xml"
"Premier Explosives Limited","41.33","58.67","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175005_773295_19012023041908_WEB.xml"
"Prakash Industries Limited","43.31","56.69","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175006_773298_19012023042005_WEB.xml"
"Salona Cotspin Limited","65.98","34.02","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175007_773300_19012023042145_WEB.xml"
"Mrs. Bectors Food Specialities Limited","51.14","48.86","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175008_773316_19012023042431_WEB.xml"
"Prestige Estates Projects Limited","65.48","34.52","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175009_773320_19012023042549_WEB.xml"
"Insecticides (India) Limited","72.16","27.84","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175010_773324_19012023042647_WEB.xml"
"A2Z Infra Engineering Limited","28.14","71.86","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175011_773331_19012023042759_WEB.xml"
"Loyal Textile Mills Limited","73.49","26.51","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173580_758951_09012023041117_WEB.xml"
"R. S. Software (India) Limited","40.67","59.33","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173582_758973_09012023041443_WEB.xml"
"UCO Bank","95.39","4.61","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173583_758978_09012023041543_WEB.xml"
"AAA Technologies Limited","71.51","28.49","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173584_759000_09012023042244_WEB.xml"
"TTK Healthcare Limited","74.56","25.44","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173586_759034_09012023043132_WEB.xml"
"Sharda Cropchem Limited","74.82","25.18","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173587_759050_09012023043437_WEB.xml"
"Praj Industries Limited","32.87","67.13","0","-","31-DEC-2022","09-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173588_759072_09012023043958_WEB.xml"
"Rashtriya Chemicals and Fertilizers Limited","75","25","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173959_763549_12012023023019_WEB.xml"
"W S Industries (I) Limited","55.31","44.69","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173960_763553_12012023023315_WEB.xml"
"Jtekt India Limited","73.98","26.02","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173961_763564_12012023023555_WEB.xml"
"GlaxoSmithKline Pharmaceuticals Limited","75","25","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173962_763584_12012023024004_WEB.xml"
"Schaeffler India Limited","74.13","25.87","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173963_763585_12012023024006_WEB.xml"
"Rushil Decor Limited","55.03","44.97","0","-","31-DEC-2022","13-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174113_765221_13012023014259_WEB.xml"
"Punjab National Bank","73.15","26.85","0","-","31-DEC-2022","13-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174114_765227_13012023014534_WEB.xml"
"Perfect Infraengineers Limited","33.8","66.2","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175184_774602_20012023123844_WEB.xml"
"Viji Finance Limited","51.47","48.53","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175185_774607_20012023123949_WEB.xml"
"Aarti Surfactants Limited","45.04","54.96","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175217_774808_20012023014958_WEB.xml"
"Borosil Limited","70.3","29.7","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175218_774810_20012023015019_WEB.xml"
"Arvind Fashions Limited","36.83","63.17","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175219_774823_20012023020122_WEB.xml"
"Den Networks Limited","74.9","25","0.1","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175220_774825_20012023020150_WEB.xml"
"Prakash Pipes Limited","44.27","55.73","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175279_775287_20012023042822_WEB.xml"
"Bajaj Auto Limited","54.98","45.02","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175280_775301_20012023043257_WEB.xml"
"JHS Svendgaard Laboratories Limited","42.23","57.77","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175359_775932_20012023064113_WEB.xml"
"VLS Finance Limited","45.76","54.24","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175360_775943_20012023064257_WEB.xml"
"3i Infotech Limited","0","100","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175361_775945_20012023064314_WEB.xml"
"Tata Consultancy Services Limited","72.3","27.7","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175362_775952_20012023064420_WEB.xml"
"Adani Ports and Special Economic Zone Limited","65.13","34.87","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175363_775955_20012023064446_WEB.xml"
"Tata Steel Long Products Limited","74.91","25.09","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175364_775980_20012023064945_WEB.xml"
"Patel Integrated Logistics Limited","39.53","60.47","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173623_759747_10012023112216_WEB.xml"
"KCP Limited","43.99","56.01","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173625_759776_10012023113141_WEB.xml"
"Focus Lighting and Fixtures Limited","72.66","26.38","0.95","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173626_759782_10012023113523_WEB.xml"
"UTI Asset Management Company Limited","0","100","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173627_759794_10012023113955_WEB.xml"
"Vaishali Pharma Limited","26.74","73.24","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173628_759795_10012023113956_WEB.xml"
"Hindcon Chemicals Limited","68.12","31.88","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173989_763824_12012023034126_WEB.xml"
"Keerti Knowledge and Skills Limited","60.12","39.88","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173990_763827_12012023034137_WEB.xml"
"Arvind Limited","41.25","58.75","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173991_763834_12012023034237_WEB.xml"
"Setco Automotive Limited","59.25","40.75","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173992_763838_12012023034303_WEB.xml"
"PNB Gilts Limited","74.07","25.93","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173993_763846_12012023034601_WEB.xml"
"AYM Syntex Limited","74","26","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173994_763860_12012023035100_WEB.xml"
"GP Petroleums Limited","63.44","36.56","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173995_763862_12012023035131_WEB.xml"
"Sangam (India) Limited","70.28","29.72","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173996_763887_12012023035601_WEB.xml"
"Sintercom India Limited","69.75","30.25","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175012_773335_19012023042901_WEB.xml"
"Blue Chip India Limited","11.25","88.75","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175013_773339_19012023042921_WEB.xml"
"GB Global Limited","32.01","67.99","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175014_773347_19012023043034_WEB.xml"
"Dr. Reddy's Laboratories Limited","26.7","73.05","0.25","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175016_773360_19012023043328_WEB.xml"
"The Hi-Tech Gears Limited","56.22","43.78","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175017_773378_19012023043834_WEB.xml"
"Patel Engineering Limited","39.12","53.69","7.19","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175018_773384_19012023043934_WEB.xml"
"Gujarat Alkalies and Chemicals Limited","46.28","53.72","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175019_773386_19012023043943_WEB.xml"
"Syrma SGS Technology Limited","47.27","52.73","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175106_774084_19012023074151_WEB.xml"
"Kanoria Chemicals & Industries Limited","74.4","25.6","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175107_774090_19012023075454_WEB.xml"
"HT Media Limited","69.51","29.85","0.64","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175108_774092_19012023075534_WEB.xml"
"Britannia Industries Limited","50.55","49.45","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175110_774116_19012023081326_WEB.xml"
"Cyient Limited","23.36","75.66","0.98","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175112_774133_19012023083403_WEB.xml"
"Hind Rectifiers Limited","42.25","57.75","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175113_774135_19012023083415_WEB.xml"
"Next Mediaworks Limited","74.99","25.01","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175114_774138_19012023083551_WEB.xml"
"Ahluwalia Contracts (India) Limited","55.32","44.68","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173629_759819_10012023114542_WEB.xml"
"Ice Make Refrigeration Limited","74.49","25.51","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173630_759831_10012023114809_WEB.xml"
"Prakash Steelage Limited","33.3","66.7","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173631_759837_10012023114946_WEB.xml"
"INCREDIBLE INDUSTRIES LIMITED","74.96","25.04","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173632_759852_10012023115415_WEB.xml"
"Goldiam International Limited","66.39","33.61","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173633_759887_10012023120223_WEB.xml"
"Precision Camshafts Limited","65.37","34.63","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173634_759890_10012023120247_WEB.xml"
"TCI Express Limited","66.87","33.13","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173635_759892_10012023120334_WEB.xml"
"Sonata Software Limited","28.17","70.74","1.09","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173636_759894_10012023120411_WEB.xml"
"Natco Pharma Limited","48.82","51.18","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173637_759897_10012023120526_WEB.xml"
"Camlin Fine Sciences Limited","17.55","82.45","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174003_763957_12012023041126_WEB.xml"
"Integrated Personnel Services Limited","69.05","30.95","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174004_763959_12012023041131_WEB.xml"
"Pilani Investment and Industries Corporation Limited","57.55","42.45","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174005_763970_12012023041444_WEB.xml"
"Hindustan Construction Company Limited","18.59","81.41","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174006_763983_12012023042011_WEB.xml"
"Ethos Limited","64.68","35.32","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174007_763998_12012023042507_WEB.xml"
"Cera Sanitaryware Limited","54.48","45.52","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175206_774737_20012023011037_WEB.xml"
"Siti Networks Limited","6.1","93.9","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175207_774741_20012023011215_WEB.xml"
"Indiabulls Enterprises Limited","60.97","38.14","0.88","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175209_774748_20012023011410_WEB.xml"
"Bliss GVS Pharma Limited","34.46","65.54","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175210_774764_20012023011722_WEB.xml"
"Mold-Tek Packaging Limited","34.01","65.99","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175211_774767_20012023011830_WEB.xml"
"Radhika Jeweltech Limited","63.73","36.27","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175212_774773_20012023012221_WEB.xml"
"Varanium Cloud Limited","63.2","36.8","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175213_774779_20012023012357_WEB.xml"
"GM Breweries Limited","74.43","25.57","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175214_774781_20012023012414_WEB.xml"
"ICICI Prudential Life Insurance Company Limited","73.35","26.65","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175215_774793_20012023013528_WEB.xml"
"Industrial Investment Trust Limited","57.97","42.03","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175268_775197_20012023041233_WEB.xml"
"Southern Petrochemicals Industries Corporation  Limited","53.38","46.62","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175269_775212_20012023041450_WEB.xml"
"Ajmera Realty & Infra India Limited","69.73","30.27","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175270_775217_20012023041520_WEB.xml"
"Glenmark Pharmaceuticals Limited","46.65","53.35","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175271_775219_20012023041539_WEB.xml"
"Monte Carlo Fashions Limited","73.17","26.83","0","-","31-DEC-2022","20-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175272_775221_20012023041543_WEB.xml"
"Tasty Bite Eatables Limited","74.23","25.77","0","-","31-DEC-2022","10-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173747_761269_10012023075215_WEB.xml"
"Roto Pumps Limited","68.86","31.14","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173997_763895_12012023035650_WEB.xml"
"Nippon Life India Asset Management Limited","73.66","26.34","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_173999_763904_12012023035801_WEB.xml"
"Blue Dart Express Limited","75","25","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174000_763931_12012023040404_WEB.xml"
"S&S Power Switchgears Limited","50.21","49.79","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174001_763939_12012023040640_WEB.xml"
"EIH Associated Hotels Limited","75","25","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174026_764218_12012023051109_WEB.xml"
"NK Industries Limited","73.22","26.79","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174027_764223_12012023051301_WEB.xml"
"Hindustan Media Ventures Limited","74.4","25.29","0.31","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174029_764241_12012023051553_WEB.xml"
"The Andhra Sugars Limited","47.08","52.92","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174030_764243_12012023051555_WEB.xml"
"Restaurant Brands Asia Limited","40.82","59.18","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174031_764251_12012023051811_WEB.xml"
"Monarch Networth Capital Limited","55.26","44.74","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174032_764281_12012023052510_WEB.xml"
"Dynemic Products Limited","30.26","69.74","0","-","31-DEC-2022","12-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_174033_764289_12012023052648_WEB.xml"
"Tamilnad Mercantile Bank Limited","0","100","0","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175115_774140_19012023083745_WEB.xml"
"Zomato Limited","0","97.74","2.26","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175120_774174_19012023104011_WEB.xml"
"Asian Paints Limited","52.63","47.34","0.04","-","31-DEC-2022","19-JAN-2023",,"https://archives.nseindia.com/corporate/xbrl/SHP_175121_774186_19012023110137_WEB.xml"
